shotID,arenaAdjustedShotDistance,arenaAdjustedXCord,arenaAdjustedYCord,event,playerPositionThatDidEvent,season,shooterLeftRight,shooterName,shotType,team,teamCode,coords
1382,42,-62,32,MISS,C,2021,R,Jordan Eberle,WRIST,AWAY,SEA,[-62&32]
1383,37,-63,-26,SHOT,C,2021,R,Jordan Eberle,SNAP,AWAY,SEA,[-63&-26]
1384,23,66,-2,SHOT,C,2021,R,Jordan Eberle,WRIST,AWAY,SEA,[66&-2]
1385,21,68,2,MISS,C,2021,R,Jordan Eberle,TIP,AWAY,SEA,[68&2]
1386,37,61,-24,MISS,C,2021,R,Jordan Eberle,WRIST,AWAY,SEA,[61&-24]
1387,20,69,4,MISS,C,2021,R,Jordan Eberle,SNAP,AWAY,SEA,[69&4]
1388,6.32455532,-87,6,SHOT,C,2021,R,Jordan Eberle,WRAP,AWAY,SEA,[-87&6]
1389,16,86,16,SHOT,C,2021,R,Jordan Eberle,WRIST,AWAY,SEA,[86&16]
1390,6.708203933,86,-6,SHOT,C,2021,R,Jordan Eberle,BACK,AWAY,SEA,[86&-6]
1391,12,-77,2,MISS,C,2021,R,Jordan Eberle,DEFL,AWAY,SEA,[-77&2]
1392,46,-43,-3,SHOT,C,2021,R,Jordan Eberle,WRIST,AWAY,SEA,[-43&-3]
1393,11,-78,0,SHOT,C,2021,R,Jordan Eberle,WRIST,AWAY,SEA,[-78&0]
1394,22,67,4,SHOT,C,2021,R,Jordan Eberle,SLAP,AWAY,SEA,[67&4]
1395,54.45181356,-51,39,MISS,C,2021,R,Jordan Eberle,WRIST,AWAY,SEA,[-51&39]
1396,7.211102551,-85,-6,SHOT,C,2021,R,Jordan Eberle,BACK,AWAY,SEA,[-85&-6]
1397,18.11077028,-71,2,MISS,C,2021,R,Jordan Eberle,DEFL,AWAY,SEA,[-71&2]
1398,31.30495169,-75,28,MISS,C,2021,R,Jordan Eberle,WRIST,AWAY,SEA,[-75&28]
1399,52,46,-29,SHOT,R,2021,R,Jordan Eberle,SLAP,HOME,SEA,[46&-29]
1400,26,76,22,MISS,R,2021,R,Jordan Eberle,BACK,HOME,SEA,[76&22]
1401,11,80,6,SHOT,R,2021,R,Jordan Eberle,WRIST,HOME,SEA,[80&6]
1402,11,78,2,SHOT,R,2021,R,Jordan Eberle,DEFL,HOME,SEA,[78&2]
1403,8.544003745,81,3,SHOT,R,2021,R,Jordan Eberle,TIP,HOME,SEA,[81&3]
1404,36,-56,15,MISS,R,2021,R,Jordan Eberle,WRIST,HOME,SEA,[-56&15]
1405,40,49,-3,GOAL,R,2021,R,Jordan Eberle,WRIST,HOME,SEA,[49&-3]
1406,57,40,-30,SHOT,R,2021,R,Jordan Eberle,SLAP,HOME,SEA,[40&-30]
1407,9.486832981,-80,-3,SHOT,R,2021,R,Jordan Eberle,WRIST,HOME,SEA,[-80&-3]
1408,33,-58,11,MISS,R,2021,R,Jordan Eberle,WRIST,HOME,SEA,[-58&11]
1409,19,70,2,SHOT,R,2021,R,Jordan Eberle,WRIST,HOME,SEA,[70&2]
1410,21,68,0,SHOT,R,2021,R,Jordan Eberle,WRIST,HOME,SEA,[68&0]
1411,23,-66,3,MISS,R,2021,R,Jordan Eberle,SLAP,HOME,SEA,[-66&3]
1412,23,-69,12,GOAL,R,2021,R,Jordan Eberle,BACK,HOME,SEA,[-69&12]
1413,10,-79,-2,SHOT,R,2021,R,Jordan Eberle,BACK,HOME,SEA,[-79&-2]
1414,13,76,1,SHOT,R,2021,R,Jordan Eberle,TIP,HOME,SEA,[76&1]
1415,33,57,6,SHOT,R,2021,R,Jordan Eberle,SNAP,AWAY,SEA,[57&6]
1416,15,-74,1,SHOT,R,2021,R,Jordan Eberle,WRIST,AWAY,SEA,[-74&1]
1417,18,-73,-9,SHOT,R,2021,R,Jordan Eberle,WRIST,AWAY,SEA,[-73&-9]
1418,19,-70,4,MISS,R,2021,R,Jordan Eberle,TIP,AWAY,SEA,[-70&4]
1419,39,55,-20,MISS,R,2021,R,Jordan Eberle,WRIST,HOME,SEA,[55&-20]
1420,23,83,22,SHOT,R,2021,R,Jordan Eberle,SLAP,HOME,SEA,[83&22]
1421,30,-61,11,GOAL,R,2021,R,Jordan Eberle,SNAP,HOME,SEA,[-61&11]
1422,47,-42,5,MISS,R,2021,R,Jordan Eberle,WRIST,HOME,SEA,[-42&5]
1423,15,76,8,GOAL,R,2021,R,Jordan Eberle,WRIST,HOME,SEA,[76&8]
1424,37,53,-10,GOAL,R,2021,R,Jordan Eberle,SLAP,HOME,SEA,[53&-10]
1425,7.071067812,-84,5,GOAL,R,2021,R,Jordan Eberle,BACK,AWAY,SEA,[-84&5]
1426,32,58,8,MISS,R,2021,R,Jordan Eberle,WRIST,AWAY,SEA,[58&8]
1427,8.062257748,-82,4,SHOT,R,2021,R,Jordan Eberle,WRIST,AWAY,SEA,[-82&4]
1428,8.246211251,-81,2,SHOT,R,2021,R,Jordan Eberle,WRIST,AWAY,SEA,[-81&2]
1429,43,-51,19,MISS,R,2021,R,Jordan Eberle,SLAP,AWAY,SEA,[-51&19]
1430,13,-79,9,SHOT,R,2021,R,Jordan Eberle,WRIST,AWAY,SEA,[-79&9]
1431,13,-77,5,SHOT,R,2021,R,Jordan Eberle,WRIST,AWAY,SEA,[-77&5]
1432,7.071067812,84,5,GOAL,R,2021,R,Jordan Eberle,BACK,AWAY,SEA,[84&5]
1433,26,64,-7,MISS,R,2021,R,Jordan Eberle,TIP,AWAY,SEA,[64&-7]
1434,26,67,-13,GOAL,R,2021,R,Jordan Eberle,WRIST,HOME,SEA,[67&-13]
1435,19,77,15,SHOT,R,2021,R,Jordan Eberle,BACK,HOME,SEA,[77&15]
1436,18,75,11,SHOT,R,2021,R,Jordan Eberle,WRIST,HOME,SEA,[75&11]
1437,45,64,-37,MISS,R,2021,R,Jordan Eberle,WRIST,HOME,SEA,[64&-37]
1438,9.219544457,-82,6,SHOT,R,2021,R,Jordan Eberle,BACK,HOME,SEA,[-82&6]
1439,48,41,-5,SHOT,R,2021,R,Jordan Eberle,WRIST,HOME,SEA,[41&-5]
1440,42,57,-27,SHOT,R,2021,R,Jordan Eberle,WRIST,HOME,SEA,[57&-27]
1441,36,63,-25,MISS,R,2021,R,Jordan Eberle,WRIST,HOME,SEA,[63&-25]
1442,23,75,-18,SHOT,R,2021,R,Jordan Eberle,WRIST,HOME,SEA,[75&-18]
1443,14,79,10,GOAL,R,2021,R,Jordan Eberle,WRIST,HOME,SEA,[79&10]
1444,29,69,-21,SHOT,R,2021,R,Jordan Eberle,WRIST,HOME,SEA,[69&-21]
1445,32,87,-32,MISS,R,2021,R,Jordan Eberle,WRIST,HOME,SEA,[87&-32]
1446,45,59,-34,SHOT,R,2021,R,Jordan Eberle,WRIST,HOME,SEA,[59&-34]
1447,16.64331698,-75,-9,SHOT,R,2021,R,Jordan Eberle,WRIST,AWAY,SEA,[-75&-9]
1448,26,-65,10,SHOT,R,2021,R,Jordan Eberle,WRIST,AWAY,SEA,[-65&10]
1449,19,70,1,GOAL,R,2021,R,Jordan Eberle,SLAP,AWAY,SEA,[70&1]
1450,49,-54,35,SHOT,R,2021,R,Jordan Eberle,WRIST,AWAY,SEA,[-54&35]
1451,13,77,4,GOAL,R,2021,R,Jordan Eberle,BACK,AWAY,SEA,[77&4]
1452,13,76,1,SHOT,R,2021,R,Jordan Eberle,WRIST,AWAY,SEA,[76&1]
1453,9.848857802,-80,-4,GOAL,C,2021,R,Jordan Eberle,WRIST,HOME,SEA,[-80&-4]
1454,24,65,4,SHOT,C,2021,R,Jordan Eberle,WRIST,HOME,SEA,[65&4]
1455,30,69,-23,MISS,C,2021,R,Jordan Eberle,WRIST,HOME,SEA,[69&-23]
1456,21,71,10,SHOT,C,2021,R,Jordan Eberle,WRIST,HOME,SEA,[71&10]
1457,37.16180835,-55,15,MISS,C,2021,R,Jordan Eberle,WRIST,AWAY,SEA,[-55&15]
1458,49.64876635,-45,23,SHOT,C,2021,R,Jordan Eberle,WRIST,AWAY,SEA,[-45&23]
1459,30,66,19,SHOT,C,2021,R,Jordan Eberle,SNAP,AWAY,SEA,[66&19]
1460,26,65,11,MISS,C,2021,R,Jordan Eberle,TIP,AWAY,SEA,[65&11]
1461,35,69,-29,MISS,C,2021,R,Jordan Eberle,WRIST,HOME,SEA,[69&-29]
1462,49,42,-15,SHOT,C,2021,R,Jordan Eberle,SLAP,HOME,SEA,[42&-15]
1463,59,31,12,SHOT,C,2021,R,Jordan Eberle,SLAP,HOME,SEA,[31&12]
1464,13,-76,0,SHOT,C,2021,R,Jordan Eberle,BACK,HOME,SEA,[-76&0]
1465,16,-78,-11,SHOT,C,2021,R,Jordan Eberle,BACK,HOME,SEA,[-78&-11]
1466,18,-74,-10,SHOT,C,2021,R,Jordan Eberle,BACK,HOME,SEA,[-74&-10]
1467,7.211102551,83,-4,SHOT,R,2021,R,Jordan Eberle,SNAP,HOME,SEA,[83&-4]
1468,28,66,16,SHOT,R,2021,R,Jordan Eberle,WRIST,HOME,SEA,[66&16]
1469,49,-60,39,SHOT,R,2021,R,Jordan Eberle,WRIST,HOME,SEA,[-60&39]
1470,47,47,-22,SHOT,C,2021,R,Jordan Eberle,WRIST,HOME,SEA,[47&-22]
1471,25,66,10,SHOT,C,2021,R,Jordan Eberle,WRIST,HOME,SEA,[66&10]
1472,41,68,-35,SHOT,C,2021,R,Jordan Eberle,WRIST,HOME,SEA,[68&-35]
1473,8.246211251,81,-2,MISS,C,2021,R,Jordan Eberle,WRIST,HOME,SEA,[81&-2]
1474,27,63,8,MISS,C,2021,R,Jordan Eberle,WRIST,HOME,SEA,[63&8]
1475,8.602325267,82,5,SHOT,C,2021,R,Jordan Eberle,WRIST,AWAY,SEA,[82&5]
1476,33,-57,-9,MISS,C,2021,R,Jordan Eberle,WRIST,AWAY,SEA,[-57&-9]
1477,41,56,25,SHOT,C,2021,R,Jordan Eberle,WRIST,AWAY,SEA,[56&25]
1478,52,57,41,SHOT,C,2021,R,Jordan Eberle,WRIST,AWAY,SEA,[57&41]
1479,36,-53,0,MISS,R,2021,R,Jordan Eberle,SNAP,AWAY,SEA,[-53&0]
1480,27,70,-19,SHOT,R,2021,R,Jordan Eberle,WRIST,AWAY,SEA,[70&-19]
1481,18,85,17,MISS,R,2021,R,Jordan Eberle,BACK,AWAY,SEA,[85&17]
1482,11,80,6,SHOT,R,2021,R,Jordan Eberle,BACK,AWAY,SEA,[80&6]
1483,29,-68,-20,MISS,C,2021,R,Jordan Eberle,SNAP,AWAY,SEA,[-68&-20]
1484,13,82,11,SHOT,C,2021,R,Jordan Eberle,WRIST,AWAY,SEA,[82&11]
1485,14,75,0,SHOT,C,2021,R,Jordan Eberle,WRIST,AWAY,SEA,[75&0]
1486,14,76,4,SHOT,C,2021,R,Jordan Eberle,BACK,AWAY,SEA,[76&4]
1487,25,80,23,SHOT,C,2021,R,Jordan Eberle,BACK,AWAY,SEA,[80&23]
1488,19,-79,16,SHOT,C,2021,R,Jordan Eberle,WRIST,AWAY,SEA,[-79&16]
1489,17,-76,11,MISS,R,2021,R,Jordan Eberle,SNAP,HOME,SEA,[-76&11]
1490,14,77,7,SHOT,C,2021,R,Jordan Eberle,WRIST,HOME,SEA,[77&7]
1491,11,-88,-11,SHOT,C,2021,R,Jordan Eberle,WRIST,HOME,SEA,[-88&-11]
1492,37,-64,27,SHOT,C,2021,R,Jordan Eberle,WRIST,HOME,SEA,[-64&27]
1493,10,79,0,MISS,C,2021,R,Jordan Eberle,WRIST,HOME,SEA,[79&0]
1494,21,-76,17,SHOT,C,2021,R,Jordan Eberle,SNAP,HOME,SEA,[-76&17]
1495,13,85,-12,SHOT,C,2021,R,Jordan Eberle,SNAP,HOME,SEA,[85&-12]
1496,19,-70,3,MISS,C,2021,R,Jordan Eberle,DEFL,HOME,SEA,[-70&3]
1497,8.062257748,-82,-4,SHOT,C,2021,R,Jordan Eberle,BACK,HOME,SEA,[-82&-4]
1498,15,86,15,MISS,C,2021,R,Jordan Eberle,BACK,HOME,SEA,[86&15]
1499,51,44,-25,SHOT,C,2021,R,Jordan Eberle,SLAP,HOME,SEA,[44&-25]
1500,16,87,-16,MISS,C,2021,R,Jordan Eberle,WRIST,HOME,SEA,[87&-16]
1501,43,52,-22,MISS,C,2021,R,Jordan Eberle,WRIST,HOME,SEA,[52&-22]
1502,52,44,-27,SHOT,C,2021,R,Jordan Eberle,WRIST,HOME,SEA,[44&-27]
1503,29,62,-10,SHOT,C,2021,R,Jordan Eberle,WRIST,HOME,SEA,[62&-10]
1504,17,72,0,MISS,C,2021,R,Jordan Eberle,DEFL,HOME,SEA,[72&0]
1505,18,-73,-9,MISS,C,2021,R,Jordan Eberle,BACK,HOME,SEA,[-73&-9]
1506,16,77,11,SHOT,C,2021,R,Jordan Eberle,WRIST,HOME,SEA,[77&11]
1507,39,55,-19,SHOT,C,2021,R,Jordan Eberle,WRIST,HOME,SEA,[55&-19]
1508,23,85,23,MISS,C,2021,R,Jordan Eberle,SNAP,HOME,SEA,[85&23]
1509,35,58,17,SHOT,C,2021,R,Jordan Eberle,SNAP,HOME,SEA,[58&17]
1510,10,79,0,SHOT,C,2021,R,Jordan Eberle,BACK,HOME,SEA,[79&0]
1511,16,-73,-2,MISS,C,2021,R,Jordan Eberle,DEFL,HOME,SEA,[-73&-2]
1512,8.544003745,81,-3,SHOT,C,2021,R,Jordan Eberle,BACK,HOME,SEA,[81&-3]
1513,22,71,-13,MISS,C,2021,R,Jordan Eberle,WRIST,HOME,SEA,[71&-13]
1514,63,-41,41,SHOT,R,2021,R,Jordan Eberle,WRIST,AWAY,SEA,[-41&41]
1515,24,-73,-18,MISS,R,2021,R,Jordan Eberle,WRIST,AWAY,SEA,[-73&-18]
1516,43,-55,-26,SHOT,R,2021,R,Jordan Eberle,SNAP,AWAY,SEA,[-55&-26]
1517,16,-73,-1,SHOT,R,2021,R,Jordan Eberle,WRIST,AWAY,SEA,[-73&-1]
1518,44,-63,35,SHOT,R,2021,R,Jordan Eberle,WRIST,AWAY,SEA,[-63&35]
1519,10,-79,2,MISS,R,2021,R,Jordan Eberle,DEFL,AWAY,SEA,[-79&2]
1520,25,-66,10,SHOT,R,2021,R,Jordan Eberle,WRIST,AWAY,SEA,[-66&10]
1521,9,-80,-2,MISS,R,2021,R,Jordan Eberle,DEFL,AWAY,SEA,[-80&-2]
1522,37,66,29,SHOT,R,2021,R,Jordan Eberle,WRIST,AWAY,SEA,[66&29]
1523,37,-58,-20,MISS,R,2021,R,Jordan Eberle,WRIST,AWAY,SEA,[-58&-20]
1524,25,-65,6,MISS,R,2021,R,Jordan Eberle,DEFL,AWAY,SEA,[-65&6]
1525,28,69,-19,SHOT,C,2021,R,Jordan Eberle,WRIST,HOME,SEA,[69&-19]
1526,11,-81,7,MISS,C,2021,R,Jordan Eberle,BACK,HOME,SEA,[-81&7]
1527,39,-54,18,SHOT,C,2021,R,Jordan Eberle,WRIST,HOME,SEA,[-54&18]
1528,18,-72,5,SHOT,C,2021,R,Jordan Eberle,WRIST,HOME,SEA,[-72&5]
1529,35,62,-23,SHOT,C,2021,R,Jordan Eberle,WRIST,HOME,SEA,[62&-23]
1530,27,-71,20,SHOT,C,2021,R,Jordan Eberle,WRIST,AWAY,SEA,[-71&20]
1531,21,88,21,SHOT,C,2021,R,Jordan Eberle,BACK,AWAY,SEA,[88&21]
1532,26,-72,-20,MISS,C,2021,R,Jordan Eberle,WRIST,AWAY,SEA,[-72&-20]
1533,7.211102551,-93,6,MISS,C,2021,R,Jordan Eberle,TIP,AWAY,SEA,[-93&6]
1534,19,-72,-9,GOAL,C,2021,R,Jordan Eberle,WRIST,AWAY,SEA,[-72&-9]
1535,8,-81,0,SHOT,C,2021,R,Jordan Eberle,WRIST,HOME,SEA,[-81&0]
1536,14,82,-12,MISS,C,2021,R,Jordan Eberle,WRIST,HOME,SEA,[82&-12]
1537,7.615773106,86,7,MISS,C,2021,R,Jordan Eberle,WRIST,HOME,SEA,[86&7]
1538,59,35,24,SHOT,R,2021,R,Jordan Eberle,WRIST,AWAY,SEA,[35&24]
1539,7.810249676,-83,-5,SHOT,R,2021,R,Jordan Eberle,BACK,AWAY,SEA,[-83&-5]
1540,44,-51,22,SHOT,R,2021,R,Jordan Eberle,WRIST,AWAY,SEA,[-51&22]
1541,8.602325267,82,5,GOAL,R,2021,R,Jordan Eberle,TIP,AWAY,SEA,[82&5]
1542,19,-74,12,SHOT,R,2021,R,Jordan Eberle,WRIST,AWAY,SEA,[-74&12]
1543,25,-69,-15,MISS,R,2021,R,Jordan Eberle,WRIST,AWAY,SEA,[-69&-15]
1544,32,79,-30,SHOT,R,2021,R,Jordan Eberle,WRIST,AWAY,SEA,[79&-30]
1545,31,63,-17,SHOT,R,2021,R,Jordan Eberle,WRIST,AWAY,SEA,[63&-17]
1546,30,70,23,SHOT,R,2021,R,Jordan Eberle,WRIST,AWAY,SEA,[70&23]
1547,40,61,-28,MISS,C,2021,R,Jordan Eberle,WRIST,HOME,SEA,[61&-28]
1548,6.08276253,-88,-6,MISS,C,2021,R,Jordan Eberle,BACK,HOME,SEA,[-88&-6]
1549,13,-77,4,GOAL,C,2021,R,Jordan Eberle,BACK,HOME,SEA,[-77&4]
1550,43,47,-7,SHOT,C,2021,R,Jordan Eberle,WRIST,HOME,SEA,[47&-7]
1551,41.0487515,-66,34,SHOT,R,2021,R,Jordan Eberle,WRIST,AWAY,SEA,[-66&34]
1552,34.23448554,-55,-4,SHOT,R,2021,R,Jordan Eberle,WRIST,AWAY,SEA,[-55&-4]
1553,53.23532662,-36,5,MISS,R,2021,R,Jordan Eberle,WRIST,AWAY,SEA,[-36&5]
1554,55.1724569,-49,38,SHOT,R,2021,R,Jordan Eberle,WRIST,AWAY,SEA,[-49&38]
1555,16,87,16,SHOT,C,2021,R,Jordan Eberle,WRIST,HOME,SEA,[87&16]
1556,31,-58,-1,MISS,C,2021,R,Jordan Eberle,WRIST,HOME,SEA,[-58&-1]
1557,37,52,1,MISS,C,2021,R,Jordan Eberle,WRIST,HOME,SEA,[52&1]
1558,25,79,-23,MISS,C,2021,R,Jordan Eberle,WRIST,HOME,SEA,[79&-23]
1559,32,88,32,SHOT,R,2021,R,Jordan Eberle,SNAP,AWAY,SEA,[88&32]
1560,56,34,10,MISS,R,2021,R,Jordan Eberle,SNAP,AWAY,SEA,[34&10]
1561,23,66,1,MISS,R,2021,R,Jordan Eberle,SNAP,AWAY,SEA,[66&1]
1562,62,29,-15,SHOT,R,2021,R,Jordan Eberle,WRIST,AWAY,SEA,[29&-15]
1563,75,20,-29,SHOT,R,2021,R,Jordan Eberle,WRIST,AWAY,SEA,[20&-29]
1564,12,78,-5,SHOT,R,2021,R,Jordan Eberle,DEFL,AWAY,SEA,[78&-5]
1565,29,-72,23,SHOT,R,2021,R,Jordan Eberle,SNAP,AWAY,SEA,[-72&23]
1566,47,63,-39,SHOT,R,2021,R,Jordan Eberle,WRIST,AWAY,SEA,[63&-39]
1567,23,83,22,SHOT,R,2021,R,Jordan Eberle,WRIST,HOME,SEA,[83&22]
1568,9.899494937,82,7,SHOT,R,2021,R,Jordan Eberle,WRIST,HOME,SEA,[82&7]
1569,19,-76,-14,MISS,R,2021,R,Jordan Eberle,WRIST,HOME,SEA,[-76&-14]
1570,27,-80,-25,SHOT,C,2021,R,Jordan Eberle,WRIST,HOME,SEA,[-80&-25]
1571,18,72,7,SHOT,C,2021,R,Jordan Eberle,BACK,HOME,SEA,[72&7]
1572,25,-65,6,MISS,R,2021,R,Jordan Eberle,TIP,AWAY,SEA,[-65&6]
1573,32,57,-1,SHOT,R,2021,R,Jordan Eberle,WRIST,AWAY,SEA,[57&-1]
1574,9.899494937,-82,7,SHOT,R,2021,R,Jordan Eberle,WRIST,AWAY,SEA,[-82&7]
1575,7.615773106,82,3,SHOT,R,2021,R,Jordan Eberle,SNAP,AWAY,SEA,[82&3]
1576,10.81665383,80,6,SHOT,R,2021,R,Jordan Eberle,SNAP,AWAY,SEA,[80&6]
1577,20.80865205,72,-12,GOAL,R,2021,R,Jordan Eberle,SNAP,AWAY,SEA,[72&-12]
1578,12,-90,12,MISS,R,2021,R,Jordan Eberle,BACK,HOME,SEA,[-90&12]
1579,15,77,-9,SHOT,R,2021,R,Jordan Eberle,TIP,HOME,SEA,[77&-9]
1580,13,80,-10,MISS,R,2021,R,Jordan Eberle,WRIST,HOME,SEA,[80&-10]
1581,69,-29,35,SHOT,R,2021,R,Jordan Eberle,WRIST,HOME,SEA,[-29&35]
1582,94,0,-31,SHOT,R,2021,R,Jordan Eberle,DEFL,HOME,SEA,[0&-31]
1583,17,80,14,MISS,R,2021,R,Jordan Eberle,BACK,HOME,SEA,[80&14]
1584,53,-38,16,SHOT,R,2021,R,Jordan Eberle,WRIST,HOME,SEA,[-38&16]
1585,62,34,29,SHOT,C,2021,R,Karson Kuhlman,SNAP,HOME,SEA,[34&29]
1586,9.899494937,82,7,MISS,C,2021,R,Karson Kuhlman,DEFL,HOME,SEA,[82&7]
1587,31,62,-16,SHOT,C,2021,R,Karson Kuhlman,WRIST,HOME,SEA,[62&-16]
1588,47,50,26,SHOT,C,2021,R,Karson Kuhlman,WRIST,HOME,SEA,[50&26]
1589,23,-76,19,SHOT,C,2021,R,Karson Kuhlman,WRIST,HOME,SEA,[-76&19]
1590,32,-57,5,SHOT,C,2021,R,Karson Kuhlman,WRIST,HOME,SEA,[-57&5]
1591,20,-78,-17,SHOT,C,2021,R,Karson Kuhlman,BACK,HOME,SEA,[-78&-17]
1592,29,61,-7,MISS,C,2021,R,Karson Kuhlman,WRIST,HOME,SEA,[61&-7]
1593,25,-68,13,SHOT,C,2021,R,Karson Kuhlman,WRIST,AWAY,SEA,[-68&13]
1594,13,-77,4,MISS,C,2021,R,Karson Kuhlman,WRIST,AWAY,SEA,[-77&4]
1595,15,-81,13,MISS,C,2021,R,Karson Kuhlman,BACK,AWAY,SEA,[-81&13]
1596,25,-67,12,MISS,C,2021,R,Karson Kuhlman,WRIST,AWAY,SEA,[-67&12]
1597,22.02271555,67,1,SHOT,C,2021,R,Karson Kuhlman,SNAP,AWAY,SEA,[67&1]
1598,7.211102551,83,-4,SHOT,C,2021,R,Karson Kuhlman,TIP,AWAY,SEA,[83&-4]
1599,9.433981132,81,-5,SHOT,C,2021,R,Karson Kuhlman,WRIST,AWAY,SEA,[81&-5]
1600,85.16454661,7,-23,SHOT,C,2021,R,Karson Kuhlman,WRIST,AWAY,SEA,[7&-23]
1601,10.44030651,-86,10,SHOT,C,2021,R,Karson Kuhlman,BACK,AWAY,SEA,[-86&10]
1602,25.07987241,66,-10,SHOT,C,2021,R,Karson Kuhlman,WRIST,AWAY,SEA,[66&-10]
1603,6,83,0,SHOT,C,2021,R,Karson Kuhlman,TIP,HOME,SEA,[83&0]
1604,29,63,13,SHOT,C,2021,R,Karson Kuhlman,WRIST,HOME,SEA,[63&13]
1605,21,68,-1,MISS,C,2021,R,Karson Kuhlman,WRIST,HOME,SEA,[68&-1]
1606,39,-53,15,MISS,C,2021,R,Karson Kuhlman,SLAP,HOME,SEA,[-53&15]
1607,79,-11,-15,SHOT,C,2021,R,Karson Kuhlman,TIP,HOME,SEA,[-11&-15]
1608,25,-68,-14,SHOT,C,2021,R,Karson Kuhlman,BACK,HOME,SEA,[-68&-14]
1609,32,-58,7,SHOT,C,2021,R,Karson Kuhlman,SNAP,HOME,SEA,[-58&7]
1610,54,-40,23,GOAL,C,2021,R,Karson Kuhlman,WRIST,HOME,SEA,[-40&23]
1611,62,34,-28,SHOT,R,2021,R,Kole Lind,SLAP,HOME,SEA,[34&-28]
1612,80,-11,17,SHOT,R,2021,R,Kole Lind,TIP,HOME,SEA,[-11&17]
1613,37,-52,1,MISS,R,2021,R,Kole Lind,SLAP,HOME,SEA,[-52&1]
1614,48,-52,31,MISS,R,2021,R,Kole Lind,WRIST,HOME,SEA,[-52&31]
1615,58,-34,-18,SHOT,R,2021,R,Kole Lind,WRIST,HOME,SEA,[-34&-18]
1616,10,79,-2,SHOT,R,2021,R,Kole Lind,WRIST,HOME,SEA,[79&-2]
1617,17,72,4,SHOT,R,2021,R,Kole Lind,WRIST,HOME,SEA,[72&4]
1618,14,76,6,MISS,R,2021,R,Kole Lind,TIP,AWAY,SEA,[76&6]
1619,33,-67,24,MISS,R,2021,R,Kole Lind,WRIST,AWAY,SEA,[-67&24]
1620,13,-79,8,SHOT,R,2021,R,Kole Lind,WRIST,HOME,SEA,[-79&8]
1621,37,-69,31,SHOT,R,2021,R,Kole Lind,SNAP,AWAY,SEA,[-69&31]
1622,30.41381265,67,-21,SHOT,R,2021,R,Kole Lind,WRIST,AWAY,SEA,[67&-21]
1623,27.73084925,77,25,MISS,R,2021,R,Kole Lind,SLAP,AWAY,SEA,[77&25]
1624,34.98571137,-59,-18,SHOT,R,2021,R,Kole Lind,BACK,AWAY,SEA,[-59&-18]
1625,57.38466694,36,22,SHOT,R,2021,R,Kole Lind,SLAP,AWAY,SEA,[36&22]
1626,30,-66,-19,MISS,R,2021,R,Kole Lind,SNAP,HOME,SEA,[-66&-19]
1627,30,67,20,SHOT,R,2021,R,Kole Lind,WRIST,HOME,SEA,[67&20]
1628,32,60,14,GOAL,R,2021,R,Kole Lind,SNAP,HOME,SEA,[60&14]
1629,32,63,19,SHOT,R,2021,R,Kole Lind,SNAP,HOME,SEA,[63&19]
1630,27,-70,19,SHOT,R,2021,R,Kole Lind,WRIST,HOME,SEA,[-70&19]
1631,22,-69,9,SHOT,L,2021,L,Marcus Johansson,BACK,AWAY,SEA,[-69&9]
1632,5.656854249,85,-4,SHOT,L,2021,L,Marcus Johansson,WRIST,AWAY,SEA,[85&-4]
1633,22,81,-21,SHOT,L,2021,L,Marcus Johansson,BACK,AWAY,SEA,[81&-21]
1634,20,70,6,MISS,L,2021,L,Marcus Johansson,WRIST,HOME,SEA,[70&6]
1635,37,60,23,SHOT,L,2021,L,Marcus Johansson,WRIST,HOME,SEA,[60&23]
1636,38,51,-2,SHOT,L,2021,L,Marcus Johansson,WRIST,HOME,SEA,[51&-2]
1637,38,-51,-1,SHOT,L,2021,L,Marcus Johansson,WRIST,HOME,SEA,[-51&-1]
1638,18,74,10,MISS,L,2021,L,Marcus Johansson,TIP,HOME,SEA,[74&10]
1639,7.071067812,82,1,GOAL,L,2021,L,Marcus Johansson,WRIST,HOME,SEA,[82&1]
1640,11,78,1,SHOT,L,2021,L,Marcus Johansson,DEFL,HOME,SEA,[78&1]
1641,31,-60,10,SHOT,L,2021,L,Marcus Johansson,WRIST,HOME,SEA,[-60&10]
1642,13,-77,5,SHOT,L,2021,L,Marcus Johansson,BACK,HOME,SEA,[-77&5]
1643,28,65,-14,SHOT,L,2021,L,Marcus Johansson,WRIST,HOME,SEA,[65&-14]
1644,39,51,-9,SHOT,L,2021,L,Marcus Johansson,SLAP,HOME,SEA,[51&-9]
1645,61,33,-24,SHOT,L,2021,L,Marcus Johansson,SLAP,HOME,SEA,[33&-24]
1646,62,-30,-18,SHOT,L,2021,L,Marcus Johansson,WRIST,HOME,SEA,[-30&-18]
1647,55,42,-28,SHOT,L,2021,L,Marcus Johansson,WRIST,HOME,SEA,[42&-28]
1648,48,41,-1,SHOT,L,2021,L,Marcus Johansson,WRIST,HOME,SEA,[41&-1]
1649,44,45,2,MISS,L,2021,L,Marcus Johansson,WRIST,HOME,SEA,[45&2]
1650,19,75,-13,SHOT,L,2021,L,Marcus Johansson,WRIST,HOME,SEA,[75&-13]
1651,16,75,7,SHOT,L,2021,L,Marcus Johansson,TIP,HOME,SEA,[75&7]
1652,31,67,22,SHOT,L,2021,L,Marcus Johansson,BACK,HOME,SEA,[67&22]
