shotID,arenaAdjustedShotDistance,arenaAdjustedXCord,arenaAdjustedYCord,event,playerPositionThatDidEvent,season,shooterLeftRight,shooterName,shotType,team,teamCode,coords
1,52,48,-32,SHOT,D,2021,R,Adam Larsson,SLAP,AWAY,SEA,[48&-32]
2,72,27,-37,MISS,D,2021,R,Adam Larsson,WRIST,AWAY,SEA,[27&-37]
3,53,-36,4,SHOT,D,2021,R,Adam Larsson,WRIST,AWAY,SEA,[-36&4]
4,56,-38,23,MISS,D,2021,R,Adam Larsson,SLAP,AWAY,SEA,[-38&23]
5,58,38,-28,MISS,D,2021,R,Adam Larsson,SLAP,AWAY,SEA,[38&-28]
6,57,40,28,SHOT,D,2021,R,Adam Larsson,WRIST,AWAY,SEA,[40&28]
7,92,5,-38,SHOT,D,2021,R,Adam Larsson,WRIST,AWAY,SEA,[5&-38]
8,60,-30,9,SHOT,D,2021,R,Adam Larsson,SLAP,AWAY,SEA,[-30&9]
9,58,37,-26,MISS,D,2021,R,Adam Larsson,SNAP,AWAY,SEA,[37&-26]
10,61,33,-24,SHOT,D,2021,R,Adam Larsson,SLAP,AWAY,SEA,[33&-24]
11,54,45,-31,SHOT,D,2021,R,Adam Larsson,SLAP,AWAY,SEA,[45&-31]
12,58.83026432,-39,31,MISS,D,2021,R,Adam Larsson,WRIST,AWAY,SEA,[-39&31]
13,62.76941931,-35,32,MISS,D,2021,R,Adam Larsson,WRIST,AWAY,SEA,[-35&32]
14,35.38361203,65,-26,SHOT,D,2021,R,Adam Larsson,WRIST,AWAY,SEA,[65&-26]
15,50.53711507,44,23,SHOT,D,2021,R,Adam Larsson,SNAP,AWAY,SEA,[44&23]
16,47,48,-23,SHOT,D,2021,R,Adam Larsson,WRIST,HOME,SEA,[48&-23]
17,82,-14,34,SHOT,D,2021,R,Adam Larsson,WRIST,HOME,SEA,[-14&34]
18,22,68,-7,SHOT,D,2021,R,Adam Larsson,BACK,HOME,SEA,[68&-7]
19,29,-79,-27,SHOT,D,2021,R,Adam Larsson,SLAP,HOME,SEA,[-79&-27]
20,53,-43,27,MISS,D,2021,R,Adam Larsson,WRIST,HOME,SEA,[-43&27]
21,41,-53,-19,SHOT,D,2021,R,Adam Larsson,WRIST,HOME,SEA,[-53&-19]
22,80,14,-27,MISS,D,2021,R,Adam Larsson,WRIST,HOME,SEA,[14&-27]
23,66,-28,24,MISS,D,2021,R,Adam Larsson,WRIST,HOME,SEA,[-28&24]
24,46,-46,16,SHOT,D,2021,R,Adam Larsson,SLAP,HOME,SEA,[-46&16]
25,40,68,-34,MISS,D,2021,R,Adam Larsson,WRIST,HOME,SEA,[68&-34]
26,59,31,-11,MISS,D,2021,R,Adam Larsson,SLAP,HOME,SEA,[31&-11]
27,64,33,-32,SHOT,D,2021,R,Adam Larsson,WRIST,HOME,SEA,[33&-32]
28,65,27,-18,MISS,D,2021,R,Adam Larsson,SLAP,HOME,SEA,[27&-18]
29,55,-34,-3,SHOT,D,2021,R,Adam Larsson,WRIST,HOME,SEA,[-34&-3]
30,47,-58,36,SHOT,D,2021,R,Adam Larsson,SNAP,AWAY,SEA,[-58&36]
31,54,-48,36,MISS,D,2021,R,Adam Larsson,WRIST,AWAY,SEA,[-48&36]
32,51,42,-21,SHOT,D,2021,R,Adam Larsson,WRIST,AWAY,SEA,[42&-21]
33,56,41,-29,SHOT,D,2021,R,Adam Larsson,SNAP,AWAY,SEA,[41&-29]
34,51,-44,24,MISS,D,2021,R,Adam Larsson,SLAP,AWAY,SEA,[-44&24]
35,57,40,-29,SHOT,D,2021,R,Adam Larsson,WRIST,AWAY,SEA,[40&-29]
36,59,-42,35,SHOT,D,2021,R,Adam Larsson,WRIST,AWAY,SEA,[-42&35]
37,55,46,35,MISS,D,2021,R,Adam Larsson,WRIST,AWAY,SEA,[46&35]
38,56,-35,15,SHOT,D,2021,R,Adam Larsson,SLAP,HOME,SEA,[-35&15]
39,58,-34,19,SHOT,D,2021,R,Adam Larsson,WRIST,HOME,SEA,[-34&19]
40,62,33,-26,SHOT,D,2021,R,Adam Larsson,WRIST,HOME,SEA,[33&-26]
41,51,-43,21,MISS,D,2021,R,Adam Larsson,WRIST,HOME,SEA,[-43&21]
42,18,-78,14,GOAL,D,2021,R,Adam Larsson,WRIST,HOME,SEA,[-78&14]
43,44,51,-22,MISS,D,2021,R,Adam Larsson,WRIST,HOME,SEA,[51&-22]
44,62,-34,28,SHOT,D,2021,R,Adam Larsson,WRIST,HOME,SEA,[-34&28]
45,59.9082632,39,-33,MISS,D,2021,R,Adam Larsson,WRIST,AWAY,SEA,[39&-33]
46,55,-44,31,SHOT,D,2021,R,Adam Larsson,SLAP,AWAY,SEA,[-44&31]
47,55,-43,-31,SHOT,D,2021,R,Adam Larsson,WRIST,AWAY,SEA,[-43&-31]
48,51,38,-3,SHOT,D,2021,R,Adam Larsson,SLAP,AWAY,SEA,[38&-3]
49,62,-36,32,MISS,D,2021,R,Adam Larsson,SLAP,AWAY,SEA,[-36&32]
50,26,75,22,GOAL,D,2021,R,Adam Larsson,WRIST,HOME,SEA,[75&22]
51,58,31,-6,SHOT,D,2021,R,Adam Larsson,SLAP,HOME,SEA,[31&-6]
52,64,33,-32,SHOT,D,2021,R,Adam Larsson,WRIST,HOME,SEA,[33&-32]
53,39,-78,37,SHOT,D,2021,R,Adam Larsson,WRIST,HOME,SEA,[-78&37]
54,19,-79,-16,SHOT,D,2021,R,Adam Larsson,WRIST,HOME,SEA,[-79&-16]
55,93,5,-39,SHOT,D,2021,R,Adam Larsson,SLAP,HOME,SEA,[5&-39]
56,64,32,-28,SHOT,D,2021,R,Adam Larsson,SLAP,HOME,SEA,[32&-28]
57,26,-74,21,SHOT,D,2021,R,Adam Larsson,WRIST,HOME,SEA,[-74&21]
58,49,46,-23,SHOT,D,2021,R,Adam Larsson,SNAP,HOME,SEA,[46&-23]
59,41,49,-7,SHOT,D,2021,R,Adam Larsson,SLAP,HOME,SEA,[49&-7]
60,33,-57,9,MISS,D,2021,R,Adam Larsson,WRIST,HOME,SEA,[-57&9]
61,44.72135955,-49,20,SHOT,D,2021,R,Adam Larsson,WRIST,AWAY,SEA,[-49&20]
62,41,49,-9,MISS,D,2021,R,Adam Larsson,WRIST,AWAY,SEA,[49&-9]
63,54.58937626,41,26,SHOT,D,2021,R,Adam Larsson,SLAP,AWAY,SEA,[41&26]
64,45.45327271,-54,29,SHOT,D,2021,R,Adam Larsson,SLAP,AWAY,SEA,[-54&29]
65,96,2,-30,MISS,D,2021,R,Adam Larsson,WRIST,AWAY,SEA,[2&-30]
66,67,28,-28,MISS,D,2021,R,Adam Larsson,SLAP,AWAY,SEA,[28&-28]
67,65,29,26,MISS,D,2021,R,Adam Larsson,WRIST,AWAY,SEA,[29&26]
68,62,-34,28,SHOT,D,2021,R,Adam Larsson,SNAP,HOME,SEA,[-34&28]
69,40,-49,0,MISS,D,2021,R,Adam Larsson,WRIST,HOME,SEA,[-49&0]
70,58,35,-22,SHOT,D,2021,R,Adam Larsson,WRIST,HOME,SEA,[35&-22]
71,64,32,-28,MISS,D,2021,R,Adam Larsson,WRIST,HOME,SEA,[32&-28]
72,58,32,-13,MISS,D,2021,R,Adam Larsson,WRIST,HOME,SEA,[32&-13]
73,45,50,-23,SHOT,D,2021,R,Adam Larsson,SLAP,HOME,SEA,[50&-23]
74,68,32,-37,SHOT,D,2021,R,Adam Larsson,WRIST,AWAY,SEA,[32&-37]
75,61,29,-12,SHOT,D,2021,R,Adam Larsson,WRIST,AWAY,SEA,[29&-12]
76,47,-49,24,MISS,D,2021,R,Adam Larsson,WRIST,AWAY,SEA,[-49&24]
77,51,-47,29,SHOT,D,2021,R,Adam Larsson,WRIST,AWAY,SEA,[-47&29]
78,59,37,-28,MISS,D,2021,R,Adam Larsson,SLAP,AWAY,SEA,[37&-28]
79,67,31,-34,SHOT,D,2021,R,Adam Larsson,WRIST,HOME,SEA,[31&-34]
80,62,35,30,SHOT,D,2021,R,Adam Larsson,SNAP,HOME,SEA,[35&30]
81,37,68,30,MISS,D,2021,R,Adam Larsson,SLAP,HOME,SEA,[68&30]
82,63,-32,26,SHOT,D,2021,R,Adam Larsson,WRIST,HOME,SEA,[-32&26]
83,40,-51,11,MISS,D,2021,R,Adam Larsson,SLAP,HOME,SEA,[-51&11]
84,62,33,26,SHOT,D,2021,R,Adam Larsson,WRIST,HOME,SEA,[33&26]
85,34,-81,33,SHOT,D,2021,R,Adam Larsson,WRIST,HOME,SEA,[-81&33]
86,62,33,27,MISS,D,2021,R,Adam Larsson,WRIST,HOME,SEA,[33&27]
87,46,43,-2,MISS,D,2021,R,Adam Larsson,WRIST,HOME,SEA,[43&-2]
88,60,40,34,SHOT,D,2021,R,Adam Larsson,WRIST,HOME,SEA,[40&34]
89,35,57,-14,MISS,D,2021,R,Adam Larsson,WRIST,HOME,SEA,[57&-14]
90,16,-79,12,GOAL,D,2021,R,Adam Larsson,WRIST,HOME,SEA,[-79&12]
91,54,35,-6,MISS,D,2021,R,Adam Larsson,WRIST,HOME,SEA,[35&-6]
92,65,-34,34,SHOT,D,2021,R,Adam Larsson,WRIST,AWAY,SEA,[-34&34]
93,28,61,3,GOAL,D,2021,R,Adam Larsson,SNAP,AWAY,SEA,[61&3]
94,40,72,-36,SHOT,D,2021,R,Adam Larsson,WRIST,AWAY,SEA,[72&-36]
95,52,37,-6,SHOT,D,2021,R,Adam Larsson,WRIST,AWAY,SEA,[37&-6]
96,48,-43,13,MISS,D,2021,R,Adam Larsson,WRIST,AWAY,SEA,[-43&13]
97,50,46,-25,MISS,D,2021,R,Adam Larsson,WRIST,AWAY,SEA,[46&-25]
98,41,-55,22,SHOT,D,2021,R,Adam Larsson,SLAP,AWAY,SEA,[-55&22]
99,52,45,-27,MISS,D,2021,R,Adam Larsson,WRIST,HOME,SEA,[45&-27]
100,45,-58,33,SHOT,D,2021,R,Adam Larsson,WRIST,AWAY,SEA,[-58&33]
101,49,40,-6,MISS,D,2021,R,Adam Larsson,WRIST,AWAY,SEA,[40&-6]
102,32,-59,-11,SHOT,D,2021,R,Adam Larsson,WRIST,AWAY,SEA,[-59&-11]
103,44,-48,16,MISS,D,2021,R,Adam Larsson,WRIST,AWAY,SEA,[-48&16]
104,50,-58,-39,SHOT,D,2021,R,Adam Larsson,WRIST,AWAY,SEA,[-58&-39]
105,56,35,-15,SHOT,D,2021,R,Adam Larsson,WRIST,AWAY,SEA,[35&-15]
106,58,42,-34,SHOT,D,2021,R,Adam Larsson,WRIST,AWAY,SEA,[42&-34]
107,50,-54,-36,SHOT,D,2021,R,Adam Larsson,WRIST,AWAY,SEA,[-54&-36]
108,31,61,14,SHOT,D,2021,R,Adam Larsson,WRIST,AWAY,SEA,[61&14]
109,20,69,-1,SHOT,D,2021,R,Adam Larsson,WRIST,HOME,SEA,[69&-1]
110,28,-61,-1,MISS,D,2021,R,Adam Larsson,WRIST,HOME,SEA,[-61&-1]
111,63,34,-31,SHOT,D,2021,R,Adam Larsson,SLAP,HOME,SEA,[34&-31]
112,44.04543109,-55,28,SHOT,D,2021,R,Adam Larsson,WRIST,AWAY,SEA,[-55&28]
113,43.0464865,46,-2,MISS,D,2021,R,Adam Larsson,BACK,AWAY,SEA,[46&-2]
114,36.05551275,53,-2,MISS,D,2021,R,Adam Larsson,TIP,AWAY,SEA,[53&-2]
115,28,-67,-18,SHOT,D,2021,R,Adam Larsson,WRIST,HOME,SEA,[-67&-18]
116,49,50,-30,MISS,D,2021,R,Adam Larsson,SLAP,HOME,SEA,[50&-30]
117,56,34,-10,MISS,D,2021,R,Adam Larsson,WRIST,AWAY,SEA,[34&-10]
118,55,45,-33,SHOT,D,2021,R,Adam Larsson,WRIST,AWAY,SEA,[45&-33]
119,39,-52,13,MISS,D,2021,R,Adam Larsson,WRIST,AWAY,SEA,[-52&13]
120,55,-41,27,SHOT,D,2021,R,Adam Larsson,SNAP,AWAY,SEA,[-41&27]
121,56,-33,-1,SHOT,D,2021,R,Adam Larsson,SLAP,AWAY,SEA,[-33&-1]
122,54,35,2,SHOT,D,2021,R,Adam Larsson,SNAP,AWAY,SEA,[35&2]
123,48,-49,26,SHOT,D,2021,R,Adam Larsson,SLAP,AWAY,SEA,[-49&26]
124,68,-31,35,SHOT,D,2021,R,Adam Larsson,SNAP,AWAY,SEA,[-31&35]
125,49,56,-37,SHOT,D,2021,R,Adam Larsson,WRIST,AWAY,SEA,[56&-37]
126,59,36,-25,SHOT,D,2021,R,Adam Larsson,WRIST,AWAY,SEA,[36&-25]
127,55,37,-17,SHOT,D,2021,R,Adam Larsson,WRIST,HOME,SEA,[37&-17]
128,63,36,-34,SHOT,D,2021,R,Adam Larsson,WRIST,HOME,SEA,[36&-34]
129,11,81,7,GOAL,D,2021,R,Adam Larsson,WRIST,HOME,SEA,[81&7]
130,57,-41,31,SHOT,D,2021,R,Adam Larsson,WRIST,AWAY,SEA,[-41&31]
131,54,-39,19,MISS,D,2021,R,Adam Larsson,WRIST,AWAY,SEA,[-39&19]
132,52,-40,18,SHOT,D,2021,R,Adam Larsson,WRIST,AWAY,SEA,[-40&18]
133,56.61271942,-43,33,SHOT,D,2021,R,Adam Larsson,WRIST,AWAY,SEA,[-43&33]
134,28.65309756,-64,-14,SHOT,D,2021,R,Adam Larsson,SNAP,AWAY,SEA,[-64&-14]
135,51.85556865,49,-33,GOAL,D,2021,R,Adam Larsson,SNAP,AWAY,SEA,[49&-33]
136,49.25444142,-40,-5,MISS,D,2021,R,Adam Larsson,WRIST,AWAY,SEA,[-40&-5]
137,33,57,-8,SHOT,D,2021,R,Adam Larsson,WRIST,HOME,SEA,[57&-8]
138,60,-30,12,SHOT,D,2021,R,Adam Larsson,SLAP,HOME,SEA,[-30&12]
139,58,32,-10,MISS,D,2021,R,Adam Larsson,SLAP,HOME,SEA,[32&-10]
140,67,30,-32,MISS,D,2021,R,Adam Larsson,SLAP,HOME,SEA,[30&-32]
141,66,31,-31,SHOT,D,2021,R,Adam Larsson,SNAP,HOME,SEA,[31&-31]
142,37,55,14,SHOT,C,2021,L,Alex Wennberg,WRIST,AWAY,SEA,[55&14]
143,37,-53,-10,SHOT,C,2021,L,Alex Wennberg,WRIST,AWAY,SEA,[-53&-10]
144,18,-71,-1,MISS,C,2021,L,Alex Wennberg,TIP,AWAY,SEA,[-71&-1]
145,11,80,-7,GOAL,C,2021,L,Alex Wennberg,WRIST,AWAY,SEA,[80&-7]
146,46,44,8,MISS,C,2021,L,Alex Wennberg,WRIST,AWAY,SEA,[44&8]
147,61,-37,32,MISS,C,2021,L,Alex Wennberg,WRIST,AWAY,SEA,[-37&32]
148,21.58703314,84,-21,SHOT,C,2021,L,Alex Wennberg,SNAP,AWAY,SEA,[84&-21]
149,40.36087214,62,30,SHOT,C,2021,L,Alex Wennberg,SNAP,AWAY,SEA,[62&30]
150,8.062257748,-88,-8,SHOT,C,2021,L,Alex Wennberg,WRAP,HOME,SEA,[-88&-8]
151,5,-85,-3,SHOT,C,2021,L,Alex Wennberg,BACK,HOME,SEA,[-85&-3]
152,21,-72,12,SHOT,C,2021,L,Alex Wennberg,BACK,HOME,SEA,[-72&12]
153,44,60,-33,MISS,C,2021,L,Alex Wennberg,WRIST,HOME,SEA,[60&-33]
154,13,-79,-8,MISS,C,2021,L,Alex Wennberg,WRIST,AWAY,SEA,[-79&-8]
155,15,-75,-5,SHOT,C,2021,L,Alex Wennberg,BACK,AWAY,SEA,[-75&-5]
156,13,78,7,MISS,C,2021,L,Alex Wennberg,BACK,AWAY,SEA,[78&7]
157,9.055385138,80,-1,SHOT,C,2021,L,Alex Wennberg,BACK,AWAY,SEA,[80&-1]
158,24,-65,2,SHOT,C,2021,L,Alex Wennberg,TIP,AWAY,SEA,[-65&2]
159,43,-48,12,SHOT,C,2021,L,Alex Wennberg,WRIST,HOME,SEA,[-48&12]
160,25,-69,15,SHOT,C,2021,L,Alex Wennberg,SNAP,AWAY,SEA,[-69&15]
161,43,49,-17,MISS,C,2021,L,Alex Wennberg,WRIST,AWAY,SEA,[49&-17]
162,37,-57,19,MISS,C,2021,L,Alex Wennberg,SNAP,AWAY,SEA,[-57&19]
163,31,58,-3,SHOT,C,2021,L,Alex Wennberg,SNAP,AWAY,SEA,[58&-3]
164,48,53,-32,SHOT,C,2021,L,Alex Wennberg,WRIST,AWAY,SEA,[53&-32]
165,85,5,-14,SHOT,C,2021,L,Alex Wennberg,WRIST,AWAY,SEA,[5&-14]
166,18,72,7,SHOT,C,2021,L,Alex Wennberg,TIP,HOME,SEA,[72&7]
167,25,-65,-6,SHOT,C,2021,L,Alex Wennberg,WRIST,HOME,SEA,[-65&-6]
168,51,-39,10,MISS,C,2021,L,Alex Wennberg,WRIST,HOME,SEA,[-39&10]
169,50,-39,-5,SHOT,C,2021,L,Alex Wennberg,TIP,HOME,SEA,[-39&-5]
170,17,83,-16,SHOT,C,2021,L,Alex Wennberg,BACK,HOME,SEA,[83&-16]
171,38,60,-24,SHOT,C,2021,L,Alex Wennberg,SLAP,HOME,SEA,[60&-24]
172,44,55,-28,SHOT,C,2021,L,Alex Wennberg,SLAP,HOME,SEA,[55&-28]
173,27,74,-23,GOAL,C,2021,L,Alex Wennberg,WRIST,HOME,SEA,[74&-23]
174,22,72,14,SHOT,C,2021,L,Alex Wennberg,DEFL,HOME,SEA,[72&14]
175,19,70,3,SHOT,C,2021,L,Alex Wennberg,WRIST,HOME,SEA,[70&3]
176,29,83,-28,SHOT,C,2021,L,Alex Wennberg,WRIST,HOME,SEA,[83&-28]
177,45,-56,30,SHOT,C,2021,L,Alex Wennberg,SNAP,HOME,SEA,[-56&30]
178,15,74,-2,SHOT,C,2021,L,Alex Wennberg,DEFL,HOME,SEA,[74&-2]
179,7.280109889,82,2,SHOT,C,2021,L,Alex Wennberg,WRIST,HOME,SEA,[82&2]
180,39,-52,13,MISS,C,2021,L,Alex Wennberg,WRIST,HOME,SEA,[-52&13]
181,58.18075283,-38,28,SHOT,C,2021,L,Alex Wennberg,WRIST,AWAY,SEA,[-38&28]
182,44,50,20,MISS,C,2021,L,Alex Wennberg,WRIST,AWAY,SEA,[50&20]
183,49,57,37,SHOT,C,2021,L,Alex Wennberg,WRIST,AWAY,SEA,[57&37]
184,48,69,44,SHOT,C,2021,L,Alex Wennberg,WRIST,AWAY,SEA,[69&44]
185,26,64,-5,SHOT,C,2021,L,Alex Wennberg,WRIST,AWAY,SEA,[64&-5]
186,16,-88,-16,SHOT,C,2021,L,Alex Wennberg,WRIST,AWAY,SEA,[-88&-16]
187,50,51,32,SHOT,C,2021,L,Alex Wennberg,WRIST,HOME,SEA,[51&32]
188,36,59,20,SHOT,C,2021,L,Alex Wennberg,WRIST,HOME,SEA,[59&20]
189,35,-67,27,GOAL,C,2021,L,Alex Wennberg,WRIST,HOME,SEA,[-67&27]
190,25,67,11,SHOT,C,2021,L,Alex Wennberg,TIP,HOME,SEA,[67&11]
191,9.433981132,81,-5,MISS,C,2021,L,Alex Wennberg,TIP,HOME,SEA,[81&-5]
192,84,8,24,SHOT,C,2021,L,Alex Wennberg,WRIST,HOME,SEA,[8&24]
193,48,-44,16,SHOT,C,2021,L,Alex Wennberg,WRIST,HOME,SEA,[-44&16]
194,21,68,-2,SHOT,C,2021,L,Alex Wennberg,WRIST,HOME,SEA,[68&-2]
195,49.16299421,-40,4,SHOT,C,2021,L,Alex Wennberg,SLAP,AWAY,SEA,[-40&4]
196,41,63,32,SHOT,C,2021,L,Alex Wennberg,WRIST,HOME,SEA,[63&32]
197,16,-73,-2,SHOT,C,2021,L,Alex Wennberg,DEFL,HOME,SEA,[-73&-2]
198,24,65,0,SHOT,C,2021,L,Alex Wennberg,DEFL,HOME,SEA,[65&0]
199,19,-70,0,GOAL,C,2021,L,Alex Wennberg,WRIST,AWAY,SEA,[-70&0]
200,26,-63,0,SHOT,C,2021,L,Alex Wennberg,WRIST,AWAY,SEA,[-63&0]
201,8.602325267,-84,-7,SHOT,C,2021,L,Alex Wennberg,BACK,AWAY,SEA,[-84&-7]
202,27,-70,19,SHOT,C,2021,L,Alex Wennberg,WRIST,AWAY,SEA,[-70&19]
203,30,-69,-23,MISS,C,2021,L,Alex Wennberg,SNAP,HOME,SEA,[-69&-23]
204,35,-63,-24,SHOT,C,2021,L,Alex Wennberg,WRIST,HOME,SEA,[-63&-24]
205,25,72,19,SHOT,C,2021,L,Alex Wennberg,WRIST,HOME,SEA,[72&19]
206,19,70,-2,SHOT,C,2021,L,Alex Wennberg,DEFL,HOME,SEA,[70&-2]
207,8.485281374,83,-6,SHOT,C,2021,L,Alex Wennberg,WRIST,HOME,SEA,[83&-6]
208,18,-72,-6,MISS,C,2021,L,Alex Wennberg,WRIST,HOME,SEA,[-72&-6]
209,28,-64,12,MISS,C,2021,L,Alex Wennberg,WRIST,HOME,SEA,[-64&12]
210,8.062257748,81,1,SHOT,C,2021,L,Alex Wennberg,BACK,HOME,SEA,[81&1]
211,31,65,19,SHOT,C,2021,L,Alex Wennberg,WRIST,HOME,SEA,[65&19]
212,8.94427191,-81,4,SHOT,C,2021,L,Alex Wennberg,DEFL,HOME,SEA,[-81&4]
213,24,66,-8,MISS,C,2021,L,Alex Wennberg,SNAP,HOME,SEA,[66&-8]
214,54,39,21,SHOT,C,2021,L,Alex Wennberg,WRIST,HOME,SEA,[39&21]
215,46,44,-7,MISS,C,2021,L,Alex Wennberg,SNAP,AWAY,SEA,[44&-7]
216,30,61,11,MISS,C,2021,L,Alex Wennberg,WRIST,AWAY,SEA,[61&11]
217,56,45,34,SHOT,C,2021,L,Alex Wennberg,DEFL,AWAY,SEA,[45&34]
218,45,49,20,MISS,C,2021,L,Alex Wennberg,WRIST,AWAY,SEA,[49&20]
219,46,-47,-20,SHOT,C,2021,L,Alex Wennberg,WRIST,AWAY,SEA,[-47&-20]
220,46,-48,21,SHOT,C,2021,L,Alex Wennberg,WRIST,AWAY,SEA,[-48&21]
221,37,-62,25,SHOT,C,2021,L,Alex Wennberg,WRIST,AWAY,SEA,[-62&25]
222,49,51,31,SHOT,C,2021,L,Alex Wennberg,WRIST,AWAY,SEA,[51&31]
223,40,-70,-35,SHOT,C,2021,L,Alex Wennberg,WRIST,AWAY,SEA,[-70&-35]
224,7.071067812,84,-5,SHOT,C,2021,L,Alex Wennberg,WRIST,HOME,SEA,[84&-5]
225,32,57,5,SHOT,C,2021,L,Alex Wennberg,DEFL,HOME,SEA,[57&5]
226,48,52,-31,MISS,C,2021,L,Alex Wennberg,WRIST,HOME,SEA,[52&-31]
227,94,4,41,SHOT,C,2021,L,Alex Wennberg,TIP,HOME,SEA,[4&41]
228,8.544003745,86,-8,SHOT,C,2021,L,Alex Wennberg,BACK,HOME,SEA,[86&-8]
229,5.830951895,-86,-5,GOAL,C,2021,L,Alex Wennberg,WRIST,HOME,SEA,[-86&-5]
230,28,69,-19,SHOT,C,2021,L,Alex Wennberg,SLAP,HOME,SEA,[69&-19]
231,35,77,33,SHOT,C,2021,L,Alex Wennberg,WRIST,AWAY,SEA,[77&33]
232,13,-85,12,GOAL,C,2021,L,Alex Wennberg,WRIST,AWAY,SEA,[-85&12]
233,15,-75,-6,GOAL,C,2021,L,Alex Wennberg,WRIST,AWAY,SEA,[-75&-6]
234,13,-76,-3,SHOT,C,2021,L,Alex Wennberg,TIP,AWAY,SEA,[-76&-3]
235,42,48,8,SHOT,C,2021,L,Alex Wennberg,WRIST,AWAY,SEA,[48&8]
236,13,76,-1,SHOT,C,2021,L,Alex Wennberg,SNAP,HOME,SEA,[76&-1]
237,17,72,-3,SHOT,C,2021,L,Alex Wennberg,DEFL,HOME,SEA,[72&-3]
238,9.055385138,-80,1,SHOT,C,2021,L,Alex Wennberg,DEFL,HOME,SEA,[-80&1]
239,56,33,0,SHOT,C,2021,L,Alex Wennberg,WRIST,HOME,SEA,[33&0]
240,9.433981132,-81,5,MISS,C,2021,L,Alex Wennberg,TIP,AWAY,SEA,[-81&5]
241,19.6977156,71,8,GOAL,C,2021,L,Alex Wennberg,BACK,AWAY,SEA,[71&8]
242,40,-76,38,SHOT,C,2021,L,Alex Wennberg,BACK,HOME,SEA,[-76&38]
243,46,43,3,MISS,C,2021,L,Alex Wennberg,WRIST,HOME,SEA,[43&3]
244,15,74,0,GOAL,C,2021,L,Alex Wennberg,WRIST,HOME,SEA,[74&0]
245,9.486832981,80,3,SHOT,C,2021,L,Alexander True,TIP,HOME,SEA,[80&3]
246,58,-37,26,SHOT,C,2021,L,Alexander True,SLAP,HOME,SEA,[-37&26]
247,23,-78,-20,SHOT,C,2021,L,Alexander True,SNAP,HOME,SEA,[-78&-20]
248,39,53,-14,SHOT,C,2021,L,Alexander True,WRIST,HOME,SEA,[53&-14]
249,71,20,-16,SHOT,C,2021,L,Alexander True,WRIST,HOME,SEA,[20&-16]
250,9.055385138,80,1,SHOT,C,2021,L,Alexander True,DEFL,HOME,SEA,[80&1]
251,50,-48,29,SHOT,C,2021,R,Austin Czarnik,SLAP,AWAY,SEA,[-48&29]
252,36,82,-35,MISS,C,2021,R,Austin Czarnik,WRIST,AWAY,SEA,[82&-35]
253,29,-68,-20,SHOT,C,2021,R,Austin Czarnik,WRIST,AWAY,SEA,[-68&-20]
254,34,-78,32,MISS,C,2021,R,Austin Czarnik,WRIST,AWAY,SEA,[-78&32]
255,17,-82,-16,SHOT,C,2021,R,Austin Czarnik,BACK,AWAY,SEA,[-82&-16]
256,34,-56,-7,MISS,C,2021,R,Austin Czarnik,WRIST,HOME,SEA,[-56&-7]
257,25,78,-23,SHOT,C,2021,R,Austin Czarnik,SLAP,HOME,SEA,[78&-23]
258,50,-46,25,MISS,C,2021,R,Austin Czarnik,SLAP,HOME,SEA,[-46&25]
259,23,-90,-23,SHOT,C,2021,R,Austin Czarnik,WRIST,HOME,SEA,[-90&-23]
260,39,85,39,SHOT,L,2021,L,Brandon Tanev,WRIST,AWAY,SEA,[85&39]
261,18,-71,0,SHOT,L,2021,L,Brandon Tanev,WRIST,AWAY,SEA,[-71&0]
262,15,-76,-7,GOAL,L,2021,L,Brandon Tanev,WRIST,AWAY,SEA,[-76&-7]
263,9.055385138,-80,-1,GOAL,L,2021,L,Brandon Tanev,WRIST,AWAY,SEA,[-80&-1]
264,13,96,-12,MISS,L,2021,L,Brandon Tanev,WRAP,AWAY,SEA,[96&-12]
265,41,64,32,SHOT,L,2021,L,Brandon Tanev,WRIST,AWAY,SEA,[64&32]
266,14,82,-12,GOAL,L,2021,L,Brandon Tanev,BACK,AWAY,SEA,[82&-12]
267,31,64,-18,MISS,L,2021,L,Brandon Tanev,SNAP,AWAY,SEA,[64&-18]
268,9.848857802,-80,-4,SHOT,L,2021,L,Brandon Tanev,TIP,AWAY,SEA,[-80&-4]
269,4.472135955,87,-4,SHOT,L,2021,L,Brandon Tanev,WRAP,AWAY,SEA,[87&-4]
270,13,81,10,SHOT,L,2021,L,Brandon Tanev,SNAP,AWAY,SEA,[81&10]
271,23.70653918,-78,21,SHOT,L,2021,L,Brandon Tanev,SNAP,AWAY,SEA,[-78&21]
272,5.656854249,85,-4,GOAL,L,2021,L,Brandon Tanev,DEFL,HOME,SEA,[85&-4]
273,14,-75,0,GOAL,L,2021,L,Brandon Tanev,WRIST,HOME,SEA,[-75&0]
274,13,81,-10,SHOT,L,2021,L,Brandon Tanev,WRIST,HOME,SEA,[81&-10]
275,49,40,5,SHOT,L,2021,L,Brandon Tanev,WRIST,HOME,SEA,[40&5]
276,5.385164807,-87,5,SHOT,L,2021,L,Brandon Tanev,WRAP,HOME,SEA,[-87&5]
277,25,-70,-17,SHOT,L,2021,L,Brandon Tanev,SLAP,HOME,SEA,[-70&-17]
278,45,52,-25,SHOT,L,2021,L,Brandon Tanev,WRIST,HOME,SEA,[52&-25]
